County,Year,Population,Index Count,Violent Count,Property Count,Firearm Count,Index Rate,Violent Rate,Property Rate,Firearm Rate
Monroe,2016,745585,18699,2478,16221,784,2508.0,332.4,2175.6,105.2
Monroe,2015,749690,20527,2524,18003,726,2738.1,336.7,2401.4,96.8
Monroe,2014,752007,21324,2227,19097,710,2835.6,296.1,2539.5,94.4
Monroe,2013,749775,23076,2686,20390,842,3077.7,358.2,2719.5,112.3
Monroe,2012,749650,25410,2672,22738,789,3389.6,356.4,3033.1,105.2
Monroe,2011,747689,25666,2661,23005,700,3432.7,355.9,3076.8,93.6
Monroe,2010,724942,26186,2823,23363,817,3612.2,389.4,3222.7,112.7
Monroe,2009,731849,25856,2598,23258,785,3533.0,355.0,3178.0,107.3
Monroe,2008,728695,24904,2917,21987,882,3417.6,400.3,3017.3,121.0
Monroe,2007,728081,25278,2956,22322,962,3471.9,406.0,3065.9,132.1
Monroe,2006,735330,27682,3273,24409,1365,3764.6,445.1,3319.5,185.6
Monroe,2005,736230,27779,2735,25044,1046,3773.1,371.5,3401.7,142.1
Monroe,2004,738157,30947,2332,28615,942,4192.5,315.9,3876.5,127.6
Monroe,2003,739678,31688,2623,29065,1119,4284.0,354.6,3929.4,151.3
Monroe,2002,742360,30543,2303,28240,908,4114.3,310.2,3804.1,122.3
Monroe,2001,736696,30236,2096,28140,816,4104.3,284.5,3819.8,110.8
Monroe,2000,742951,31934,2089,29845,735,4298.3,281.2,4017.1,98.9
Monroe,1999,716911,30524,1943,28581,647,4257.7,271.0,3986.7,90.2
Monroe,1998,719287,34430,2394,32036,912,4786.7,332.8,4453.9,126.8
Monroe,1997,725650,36659,2912,33747,1328,5051.9,401.3,4650.6,183.0
Monroe,1996,727575,37812,2800,35012,1043,5197.0,384.8,4812.1,143.4
Monroe,1995,725620,40003,3071,36932,1202,5512.9,423.2,5089.7,165.7
Monroe,1994,726806,37964,3246,34718,1314,5223.4,446.6,4776.8,180.8
Monroe,1993,727933,42439,3132,39307,1220,5830.1,430.3,5399.8,167.6
Monroe,1992,719054,44474,2985,41489,1031,6185.1,415.1,5769.9,143.4
Monroe,1991,716639,43858,2857,41001,871,6120.0,398.7,5721.3,121.5
Monroe,1990,713968,42579,3317,39262,749,5963.7,464.6,5499.1,104.9
Montgomery,2016,49187,1024,83,941,8,2081.9,168.7,1913.1,16.3
Montgomery,2015,49555,1263,99,1164,9,2548.7,199.8,2348.9,18.2
Montgomery,2014,49874,1251,48,1203,2,2508.3,96.2,2412.1,4.0
Montgomery,2013,49898,1126,48,1078,1,2256.6,96.2,2160.4,2.0
Montgomery,2012,50185,1186,58,1128,10,2363.3,115.6,2247.7,19.9
Montgomery,2011,50445,1084,59,1025,4,2148.9,117.0,2031.9,7.9
Montgomery,2010,47969,1163,72,1091,4,2424.5,150.1,2274.4,8.3
Montgomery,2009,48557,726,131,595,10,1495.2,269.8,1225.4,20.6
Montgomery,2008,48560,785,134,651,5,1616.6,275.9,1340.6,10.3
Montgomery,2007,48895,724,118,606,4,1480.7,241.3,1239.4,8.2
Montgomery,2006,49099,815,131,684,4,1659.9,266.8,1393.1,8.1
Montgomery,2005,49354,875,122,753,4,1772.9,247.2,1525.7,8.1
Montgomery,2004,49466,726,56,670,5,1467.7,113.2,1354.5,10.1
Montgomery,2003,49471,694,46,648,1,1402.8,93.0,1309.9,2.0
Montgomery,2002,50183,799,86,713,6,1592.2,171.4,1420.8,12.0
Montgomery,2001,49799,931,101,830,7,1869.5,202.8,1666.7,14.1
Montgomery,2000,52528,988,107,881,4,1880.9,203.7,1677.2,7.6
Montgomery,1999,50814,962,107,855,7,1893.2,210.6,1682.6,13.8
Montgomery,1998,51561,1147,106,1041,6,2224.5,205.6,2019.0,11.6
Montgomery,1997,51998,1162,123,1039,2,2234.7,236.5,1998.2,3.8
Montgomery,1996,52138,1420,113,1307,5,2723.5,216.7,2506.8,9.6
Montgomery,1995,51999,1373,108,1265,2,2640.4,207.7,2432.7,3.8
Montgomery,1994,52232,1041,70,971,2,1993.0,134.0,1859.0,3.8
Montgomery,1993,52315,1013,41,972,1,1936.3,78.4,1858.0,1.9
Montgomery,1992,52347,991,30,961,4,1893.1,57.3,1835.8,7.6
Montgomery,1991,52173,1115,50,1065,1,2137.1,95.8,2041.3,1.9
Montgomery,1990,51981,1015,34,981,2,1952.6,65.4,1887.2,3.8
Nassau,2016,1356246,15275,1826,13449,314,1126.3,134.6,991.6,23.2
Nassau,2015,1360265,16357,1984,14373,368,1202.5,145.9,1056.6,27.1
Nassau,2014,1357041,17680,2043,15637,437,1302.8,150.5,1152.3,32.2
Nassau,2013,1353478,18684,2111,16573,467,1380.4,156.0,1224.5,34.5
Nassau,2012,1351693,19575,2458,17117,450,1448.2,181.8,1266.3,33.3
Nassau,2011,1345553,19374,2226,17148,398,1439.9,165.4,1274.4,29.6
Nassau,2010,1344303,20320,2344,17976,404,1511.6,174.4,1337.2,30.1
Nassau,2009,1352956,21828,2496,19332,453,1613.4,184.5,1428.9,33.5
Nassau,2008,1354833,21075,2309,18766,407,1555.5,170.4,1385.1,30.0
Nassau,2007,1320440,20020,2341,17679,398,1516.2,177.3,1338.9,30.1
Nassau,2006,1336706,21231,2578,18653,468,1588.3,192.9,1395.4,35.0
Nassau,2005,1341560,20760,2565,18195,487,1547.5,191.2,1356.3,36.3
Nassau,2004,1342044,22317,2501,19816,415,1662.9,186.4,1476.6,30.9
Nassau,2003,1347179,22943,2598,20345,470,1703.0,192.8,1510.2,34.9
Nassau,2002,1347279,23197,2705,20492,429,1721.8,200.8,1521.0,31.8
Nassau,2001,1337000,23077,2671,20406,463,1726.0,199.8,1526.3,34.6
Nassau,2000,1360988,25981,2389,23592,375,1909.0,175.5,1733.4,27.6
Nassau,1999,1303746,28198,2595,25603,570,2162.8,199.0,1963.8,43.7
Nassau,1998,1306423,27585,2468,25117,455,2111.5,188.9,1922.6,34.8
Nassau,1997,1298842,29790,2532,27258,542,2293.6,194.9,2098.6,41.7
Nassau,1996,1302292,32413,3268,29145,526,2488.9,250.9,2238.0,40.4
Nassau,1995,1298798,33229,3198,30031,571,2558.4,246.2,2312.2,44.0
Nassau,1994,1306358,34561,3135,31426,678,2645.6,240.0,2405.6,51.9
Nassau,1993,1308384,38965,3567,35398,796,2978.1,272.6,2705.5,60.8
Nassau,1992,1296521,40203,3718,36485,1058,3100.8,286.8,2814.1,81.6
Nassau,1991,1292164,43219,3848,39371,901,3344.7,297.8,3046.9,69.7
Nassau,1990,1287348,42142,3223,38919,687,3273.6,250.4,3023.2,53.4
New York,2016,1647694,46653,8839,37814,,2831.4,536.4,2295.0,
New York,2015,1647788,47307,8789,38518,,2870.9,533.4,2337.6,
New York,2014,1635470.034,47566,8327,39239,,2908.4,509.2,2399.2,
New York,2013,1620452.318,51872,8708,43164,,3201.1,537.4,2663.7,
New York,2012,1608042.271,51756,9102,42654,,3218.6,566.0,2652.5,
New York,2011,1593000,50858,9021,41837,,3192.6,566.3,2626.3,
New York,2010,1618207,51297,8829,42468,,3170.0,545.6,2624.4,
New York,2009,1642066,52899,8710,44189,,3221.5,530.4,2691.1,
New York,2008,1634686,54731,9176,45555,,3348.1,561.3,2786.8,
New York,2007,1611158,55098,10055,45043,,3419.8,624.1,2795.7,
New York,2006,1600341,56255,10662,45593,,3515.2,666.2,2849.0,
New York,2005,1590675,59682,11180,48502,,3752.0,702.8,3049.1,
New York,2004,1563556,62731,11414,51317,,4012.1,730.0,3282.1,
New York,2003,1546731,64456,12179,52277,,4167.2,787.4,3379.8,
New York,2002,1641192,68152,13211,54941,,4152.6,805.0,3347.6,
New York,2001,1628673,72996,14248,58748,1606,4481.9,874.8,3607.1,98.6
New York,2000,1572542,79279,15583,63696,1787,5041.5,990.9,4050.5,113.6
New York,1999,1508140,81613,16179,65434,2078,5411.5,1072.8,4338.7,137.8
New York,1998,1493622,89805,18054,71751,2136,6012.6,1208.7,4803.8,143.0
New York,1997,1486057,100253,20174,80079,2714,6746.2,1357.6,5388.7,182.6
New York,1996,1489938,107398,22006,85392,3725,7208.2,1477.0,5731.2,250.0
New York,1995,1485868,123638,25095,98543,4565,8320.9,1688.9,6632.0,307.2
New York,1994,1489253,151083,31895,119188,7541,10144.9,2141.7,8003.2,506.4
New York,1993,1491493,172021,35470,136551,8766,11533.5,2378.2,9155.3,587.7
New York,1992,1497145,187947,37788,150159,9623,12553.7,2524.0,10029.7,642.8
New York,1991,1492055,209177,41209,167968,10741,14019.4,2761.9,11257.5,719.9
New York,1990,1486480,217786,44434,173352,10304,14651.1,2989.2,11661.9,693.2
Niagara,2016,210491,6138,847,5291,161,2916.0,402.4,2513.6,76.5
Niagara,2015,212368,5920,779,5141,145,2787.6,366.8,2420.8,68.3
Niagara,2014,214023,6224,798,5426,183,2908.1,372.9,2535.2,85.5
Niagara,2013,214912,6654,798,5856,150,3096.2,371.3,2724.8,69.8
Niagara,2012,217177,6954,819,6135,144,3202.0,377.1,2824.9,66.3
Niagara,2011,217442,7234,811,6423,139,3326.9,373.0,2953.9,63.9
Niagara,2010,211650,7209,835,6374,124,3406.1,394.5,3011.6,58.6
Niagara,2009,213831,7173,847,6326,135,3354.5,396.1,2958.4,63.1
Niagara,2008,214193,7167,763,6404,107,3346.0,356.2,2989.8,50.0
Niagara,2007,215039,6955,763,6192,104,3234.3,354.8,2879.5,48.4
Niagara,2006,217589,7120,900,6220,175,3272.2,413.6,2858.6,80.4
Niagara,2005,218372,7297,970,6327,208,3341.5,444.2,2897.3,95.3
Niagara,2004,218570,7860,895,6965,135,3596.1,409.5,3186.6,61.8
Niagara,2003,218470,7613,879,6734,122,3484.7,402.3,3082.3,55.8
Niagara,2002,221944,7964,815,7149,110,3588.3,367.2,3221.1,49.6
Niagara,2001,220251,7946,733,7213,119,3607.7,332.8,3274.9,54.0
Niagara,2000,225428,7259,725,6534,79,3220.1,321.6,2898.5,35.0
Niagara,1999,218326,7391,734,6657,115,3385.3,336.2,3049.1,52.7
Niagara,1998,220711,8762,930,7832,120,3969.9,421.4,3548.5,54.4
Niagara,1997,221217,9300,1027,8273,101,4204.0,464.3,3739.8,45.7
Niagara,1996,221806,9123,878,8245,71,4113.1,395.8,3717.2,32.0
Niagara,1995,221211,9372,865,8507,87,4236.7,391.0,3845.6,39.3
Niagara,1994,222338,9366,860,8506,82,4212.5,386.8,3825.7,36.9
Niagara,1993,222685,9901,950,8951,85,4446.2,426.6,4019.6,38.2
Niagara,1992,222326,10088,1087,9001,79,4537.5,488.9,4048.6,35.5
Niagara,1991,221581,10165,930,9235,78,4587.5,419.7,4167.8,35.2
Niagara,1990,220756,9810,986,8824,73,4443.8,446.6,3997.2,33.1
Oneida,2016,230500,5229,659,4570,111,2268.5,285.9,1982.6,48.2
Oneida,2015,231920,5453,583,4870,109,2351.2,251.4,2099.9,47.0
Oneida,2014,233634,5766,560,5206,155,2468.0,239.7,2228.3,66.3
Oneida,2013,233394,5989,537,5452,96,2566.0,230.1,2336.0,41.1
Oneida,2012,235552,6389,595,5794,90,2712.4,252.6,2459.8,38.2
Oneida,2011,235934,5938,550,5388,94,2516.8,233.1,2283.7,39.8
Oneida,2010,228059,6238,587,5651,115,2735.3,257.4,2477.9,50.4
Oneida,2009,231141,6565,644,5921,136,2840.3,278.6,2561.6,58.8
Oneida,2008,231868,6610,672,5938,152,2850.8,289.8,2560.9,65.6
Oneida,2007,233118,6915,700,6215,126,2966.3,300.3,2666.0,54.0
Oneida,2006,234732,6369,664,5705,107,2713.3,282.9,2430.4,45.6
Oneida,2005,235299,6301,514,5787,53,2677.9,218.4,2459.4,22.5
Oneida,2004,234825,6398,546,5852,63,2724.6,232.5,2492.1,26.8
Oneida,2003,235366,6394,700,5694,117,2716.6,297.4,2419.2,49.7
Oneida,2002,237716,6787,689,6098,97,2855.1,289.8,2565.2,40.8
Oneida,2001,235902,6726,602,6124,90,2851.2,255.2,2596.0,38.2
Oneida,2000,239559,6451,577,5874,118,2692.9,240.9,2452.0,49.3
Oneida,1999,230898,6588,523,6065,87,2853.2,226.5,2626.7,37.7
Oneida,1998,233677,7237,630,6607,88,3097.0,269.6,2827.4,37.7
Oneida,1997,249079,7587,693,6894,92,3046.0,278.2,2767.8,36.9
Oneida,1996,249746,7993,619,7374,83,3200.5,247.9,2952.6,33.2
Oneida,1995,249082,8044,617,7427,100,3229.5,247.7,2981.7,40.1
Oneida,1994,253006,7896,571,7325,90,3120.9,225.7,2895.2,35.6
Oneida,1993,253403,8240,601,7639,88,3251.7,237.2,3014.6,34.7
Oneida,1992,252609,9140,617,8523,84,3618.2,244.3,3374.0,33.3
Oneida,1991,251768,9233,489,8744,60,3667.3,194.2,3473.0,23.8
Oneida,1990,250836,7748,388,7360,29,3088.9,154.7,2934.2,11.6
Onondaga,2016,465564,11115,1415,9700,303,2387.4,303.9,2083.5,65.1
Onondaga,2015,467471,11574,1500,10074,277,2475.9,320.9,2155.0,59.3
Onondaga,2014,469355,12957,1493,11464,309,2760.6,318.1,2442.5,65.8
Onondaga,2013,467218,13987,1491,12496,297,2993.7,319.1,2674.6,63.6
Onondaga,2012,469480,13645,1752,11893,341,2906.4,373.2,2533.2,72.6
Onondaga,2011,469125,12862,1656,11206,303,2741.7,353.0,2388.7,64.6
Onondaga,2010,449339,13005,1608,11397,355,2894.3,357.9,2536.4,79.0
Onondaga,2009,451917,13397,1675,11722,301,2964.5,370.6,2593.8,66.6
Onondaga,2008,453316,13460,1728,11732,309,2969.2,381.2,2588.0,68.2
Onondaga,2007,455272,13260,1815,11445,380,2912.5,398.7,2513.9,83.5
Onondaga,2006,459279,14204,1885,12319,392,3092.7,410.4,2682.2,85.4
Onondaga,2005,460464,13906,1969,11937,395,3020.0,427.6,2592.4,85.8
Onondaga,2004,461404,14241,1674,12567,295,3086.4,362.8,2723.6,63.9
Onondaga,2003,461560,16123,1762,14361,311,3493.2,381.7,3111.4,67.4
Onondaga,2002,462710,17634,1966,15668,312,3811.0,424.9,3386.1,67.4
Onondaga,2001,459179,17509,2023,15486,272,3813.1,440.6,3372.5,59.2
Onondaga,2000,475767,16445,2001,14444,318,3456.5,420.6,3035.9,66.8
Onondaga,1999,458838,16473,1995,14478,251,3590.2,434.8,3155.4,54.7
Onondaga,1998,462459,17855,1866,15989,206,3860.9,403.5,3457.4,44.5
Onondaga,1997,472474,19625,1791,17834,267,4153.7,379.1,3774.6,56.5
Onondaga,1996,473732,20303,1729,18574,212,4285.8,365.0,3920.8,44.8
Onondaga,1995,472465,20489,1804,18685,223,4336.6,381.8,3954.8,47.2
Onondaga,1994,475358,19688,1584,18104,190,4141.7,333.2,3808.5,40.0
Onondaga,1993,476098,20263,1716,18547,224,4256.1,360.4,3895.6,47.0
Onondaga,1992,472306,21363,1915,19448,247,4523.1,405.5,4117.7,52.3
Onondaga,1991,470722,23254,1916,21338,188,4940.1,407.0,4533.0,39.9
Onondaga,1990,468973,21823,1746,20077,120,4653.4,372.3,4281.1,25.6
Ontario,2016,109105,1866,164,1702,12,1710.3,150.3,1560.0,11.0
Ontario,2015,109863,1835,144,1691,9,1670.3,131.1,1539.2,8.2
Ontario,2014,109535,2182,130,2052,5,1992.1,118.7,1873.4,4.6
Ontario,2013,108796,2094,122,1972,11,1924.7,112.1,1812.6,10.1
Ontario,2012,109111,2175,150,2025,14,1993.4,137.5,1855.9,12.8
Ontario,2011,108416,2103,150,1953,13,1939.8,138.4,1801.4,12.0
Ontario,2010,105010,1995,128,1867,7,1899.8,121.9,1777.9,6.7
Ontario,2009,104919,1870,139,1731,25,1782.3,132.5,1649.8,23.8
Ontario,2008,104379,1897,108,1789,11,1817.4,103.5,1713.9,10.5
Ontario,2007,104638,1814,99,1715,8,1733.6,94.6,1639.0,7.6
Ontario,2006,104741,1889,130,1759,9,1803.5,124.1,1679.4,8.6
Ontario,2005,103652,1725,110,1615,17,1664.2,106.1,1558.1,16.4
Ontario,2004,102642,1806,88,1718,13,1759.5,85.7,1673.8,12.7
Ontario,2003,101740,2103,118,1985,10,2067.0,116.0,1951.1,9.8
Ontario,2002,101181,2067,102,1965,18,2042.9,100.8,1942.1,17.8
Ontario,2001,100408,2011,97,1914,8,2002.8,96.6,1906.2,8.0
Ontario,2000,104068,1976,107,1869,18,1898.8,102.8,1795.9,17.3
Ontario,1999,99779,2308,129,2179,4,2313.1,129.3,2183.8,4.0
Ontario,1998,100186,2396,113,2283,11,2391.6,112.8,2278.8,11.0
Ontario,1997,98592,2319,72,2247,6,2352.1,73.0,2279.1,6.1
Ontario,1996,98857,2463,84,2379,4,2491.5,85.0,2406.5,4.0
Ontario,1995,98595,2592,128,2464,6,2628.9,129.8,2499.1,6.1
Ontario,1994,97905,2430,102,2328,4,2482.0,104.2,2377.8,4.1
Ontario,1993,98060,2561,162,2399,6,2611.7,165.2,2446.5,6.1
Ontario,1992,95773,2517,136,2381,14,2628.1,142.0,2486.1,14.6
Ontario,1991,95454,2625,90,2535,2,2750.0,94.3,2655.7,2.1
Ontario,1990,95101,2588,121,2467,11,2721.3,127.2,2594.1,11.6
Orange,2016,375993,7322,926,6396,177,1947.4,246.3,1701.1,47.1
Orange,2015,376037,7244,918,6326,165,1926.4,244.1,1682.3,43.9
Orange,2014,376716,7853,831,7022,170,2084.6,220.6,1864.0,45.1
Orange,2013,375281,8593,868,7725,165,2289.8,231.3,2058.5,44.0
Orange,2012,376895,9499,1077,8422,163,2520.3,285.8,2234.6,43.2
Orange,2011,374489,9008,1016,7992,200,2405.4,271.3,2134.1,53.4
Orange,2010,383475,9080,996,8084,152,2367.8,259.7,2108.1,39.6
Orange,2009,383829,8766,942,7824,127,2283.8,245.4,2038.4,33.1
Orange,2008,381554,9184,1039,8145,123,2407.0,272.3,2134.7,32.2
Orange,2007,380352,8781,1042,7739,118,2308.7,274.0,2034.7,31.0
Orange,2006,373891,8351,971,7380,96,2233.5,259.7,1973.8,25.7
Orange,2005,370883,8169,976,7193,145,2202.6,263.2,1939.4,39.1
Orange,2004,363853,7360,930,6430,92,2022.8,255.6,1767.2,25.3
Orange,2003,357380,7902,932,6970,76,2211.1,260.8,1950.3,21.3
Orange,2002,344624,8721,1239,7482,145,2530.6,359.5,2171.1,42.1
Orange,2001,341995,8601,1036,7565,111,2514.9,302.9,2212.0,32.5
Orange,2000,348522,8755,1014,7741,99,2512.0,290.9,2221.1,28.4
Orange,1999,329606,8801,1005,7796,104,2670.2,304.9,2365.2,31.6
Orange,1998,327847,8633,1079,7554,92,2633.2,329.1,2304.1,28.1
Orange,1997,319898,8985,1051,7934,80,2808.7,328.5,2480.2,25.0
Orange,1996,320759,9809,1145,8664,133,3058.1,357.0,2701.1,41.5
Orange,1995,319910,10406,1174,9232,88,3252.8,367.0,2885.8,27.5
Orange,1994,316769,9969,1345,8624,132,3147.1,424.6,2722.5,41.7
Orange,1993,317272,10093,1195,8898,121,3181.2,376.6,2804.5,38.1
Orange,1992,309812,10518,1254,9264,105,3395.0,404.8,2990.2,33.9
Orange,1991,308786,11207,1263,9944,80,3629.4,409.0,3220.4,25.9
Orange,1990,307647,11125,1339,9786,129,3616.2,435.2,3180.9,41.9
Orleans,2016,41061,749,78,671,9,1824.1,190.0,1634.2,21.9
Orleans,2015,41689,673,69,604,10,1614.3,165.5,1448.8,24.0
Orleans,2014,42149,687,58,629,4,1629.9,137.6,1492.3,9.5
Orleans,2013,42878,747,59,688,4,1742.2,137.6,1604.6,9.3
Orleans,2012,42852,920,61,859,6,2146.9,142.4,2004.6,14.0
Orleans,2011,43076,1003,81,922,5,2328.4,188.0,2140.4,11.6
Orleans,2010,41377,1063,79,984,5,2569.1,190.9,2378.1,12.1
Orleans,2009,41904,1266,71,1195,8,3021.2,169.4,2851.8,19.1
Orleans,2008,42138,1107,73,1034,9,2627.1,173.2,2453.8,21.4
Orleans,2007,42956,1091,91,1000,8,2539.8,211.8,2328.0,18.6
Orleans,2006,43503,940,89,851,3,2160.8,204.6,1956.2,6.9
Orleans,2005,44201,745,108,637,3,1685.5,244.3,1441.1,6.8
Orleans,2004,43713,646,71,575,1,1477.8,162.4,1315.4,2.3
Orleans,2003,43966,498,70,428,5,1132.7,159.2,973.5,11.4
Orleans,2002,44592,649,95,554,5,1455.4,213.0,1242.4,11.2
Orleans,2001,44252,572,65,507,5,1292.6,146.9,1145.7,11.3
Orleans,2000,46952,689,57,632,1,1467.5,121.4,1346.1,2.1
Orleans,1999,44570,893,94,799,2,2003.6,210.9,1792.7,4.5
Orleans,1998,44828,904,116,788,0,2016.6,258.8,1757.8,0.0
Orleans,1997,45530,1080,91,989,6,2372.1,199.9,2172.2,13.2
Orleans,1996,45653,959,101,858,2,2100.6,221.2,1879.4,4.4
Orleans,1995,45533,859,83,776,8,1886.5,182.3,1704.3,17.6
Orleans,1994,43876,990,66,924,2,2256.4,150.4,2105.9,4.6
Orleans,1993,43946,1223,99,1124,4,2783.0,225.3,2557.7,9.1
Orleans,1992,42140,1311,178,1133,3,3111.1,422.4,2688.7,7.1
Orleans,1991,42001,1313,151,1162,5,3126.1,359.5,2766.6,11.9
Orleans,1990,41846,1104,159,945,4,2638.2,380.0,2258.3,9.6
Oswego,2016,118961,2313,265,2048,15,1944.3,222.8,1721.6,12.6
Oswego,2015,120368,2374,251,2123,9,1972.3,208.5,1763.8,7.5
Oswego,2014,121109,2557,159,2398,7,2111.3,131.3,1980.0,5.8
Oswego,2013,121698,2678,158,2520,8,2200.5,129.8,2070.7,6.6
Oswego,2012,122888,3328,206,3122,20,2708.2,167.6,2540.5,16.3
Oswego,2011,122658,3217,181,3036,17,2622.7,147.6,2475.2,13.9
Oswego,2010,119906,3288,189,3099,16,2742.1,157.6,2584.5,13.3
Oswego,2009,121238,2789,176,2613,20,2300.4,145.2,2155.3,16.5
Oswego,2008,121286,2593,184,2409,29,2137.9,151.7,1986.2,23.9
Oswego,2007,122810,2641,160,2481,18,2150.5,130.3,2020.2,14.7
Oswego,2006,123703,2736,158,2578,15,2211.7,127.7,2084.0,12.1
Oswego,2005,123953,2659,187,2472,8,2145.2,150.9,1994.3,6.5
Oswego,2004,123733,2632,136,2496,9,2127.2,109.9,2017.2,7.3
Oswego,2003,123141,2538,142,2396,10,2061.1,115.3,1945.7,8.1
Oswego,2002,123545,3077,183,2894,17,2490.6,148.1,2342.5,13.8
Oswego,2001,122602,2994,116,2878,10,2442.0,94.6,2347.4,8.2
Oswego,2000,129184,2478,111,2367,4,1918.2,85.9,1832.3,3.1
Oswego,1999,124151,2763,126,2637,3,2225.5,101.5,2124.0,2.4
Oswego,1998,125578,2885,118,2767,7,2297.4,94.0,2203.4,5.6
Oswego,1997,125533,3439,156,3283,10,2739.5,124.3,2615.2,8.0
Oswego,1996,125869,3392,193,3199,5,2694.9,153.3,2541.5,4.0
Oswego,1995,125534,3354,164,3190,1,2671.8,130.6,2541.1,0.8
Oswego,1994,125283,3387,75,3312,5,2703.5,59.9,2643.6,4.0
Oswego,1993,125480,3452,97,3355,12,2751.0,77.3,2673.7,9.6
Oswego,1992,122633,3553,113,3440,5,2897.3,92.1,2805.1,4.1
Oswego,1991,122224,3584,136,3448,8,2932.3,111.3,2821.0,6.5
Oswego,1990,121771,3374,106,3268,4,2770.8,87.0,2683.7,3.3
Otsego,2016,59929,779,90,689,7,1299.9,150.2,1149.7,11.7
Otsego,2015,60737,841,78,763,4,1384.7,128.4,1256.2,6.6
Otsego,2014,61644,837,51,786,7,1357.8,82.7,1275.1,11.4
Otsego,2013,61617,835,65,770,7,1355.1,105.5,1249.7,11.4
Otsego,2012,62251,983,78,905,6,1579.1,125.3,1453.8,9.6
Otsego,2011,62539,1146,119,1027,18,1832.5,190.3,1642.2,28.8
Otsego,2010,60905,1145,126,1019,13,1880.0,206.9,1673.1,21.3
Otsego,2009,61976,1201,140,1061,8,1937.8,225.9,1712.0,12.9
Otsego,2008,62469,1102,86,1016,10,1764.1,137.7,1626.4,16.0
Otsego,2007,62542,1185,100,1085,6,1894.7,159.9,1734.8,9.6
Otsego,2006,62914,1192,146,1046,11,1894.6,232.1,1662.6,17.5
Otsego,2005,62608,1196,112,1084,10,1910.3,178.9,1731.4,16.0
Otsego,2004,62316,1206,129,1077,9,1935.3,207.0,1728.3,14.4
Otsego,2003,62176,1178,133,1045,10,1894.6,213.9,1680.7,16.1
Otsego,2002,62265,1150,159,991,14,1846.9,255.4,1591.6,22.5
Otsego,2001,61789,910,117,793,25,1472.8,189.4,1283.4,40.5
Otsego,2000,63217,1032,134,898,5,1632.5,212.0,1420.5,7.9
Otsego,1999,60859,1373,167,1206,4,2256.0,274.4,1981.6,6.6
Otsego,1998,61609,1171,132,1039,7,1900.7,214.3,1686.4,11.4
Otsego,1997,61474,1453,124,1329,2,2363.6,201.7,2161.9,3.3
Otsego,1996,61638,1415,101,1314,5,2295.7,163.9,2131.8,8.1
Otsego,1995,61473,1324,110,1214,6,2153.8,178.9,1974.9,9.8
Otsego,1994,61185,1243,87,1156,8,2031.5,142.2,1889.4,13.1
Otsego,1993,61281,1356,96,1260,7,2212.8,156.7,2056.1,11.4
Otsego,1992,60947,1247,66,1181,4,2046.0,108.3,1937.7,6.6
Otsego,1991,60743,1374,62,1312,6,2262.0,102.1,2159.9,9.9
Otsego,1990,60517,1214,66,1148,3,2006.0,109.1,1897.0,5.0
Putnam,2016,98238,603,37,566,2,613.8,37.7,576.2,2.0
Putnam,2015,99220,589,43,546,0,593.6,43.3,550.3,0.0
Putnam,2014,99778,780,51,729,3,781.7,51.1,730.6,3.0
Putnam,2013,99665,772,49,723,3,774.6,49.2,725.4,3.0
Putnam,2012,100472,875,41,834,3,870.9,40.8,830.1,3.0
Putnam,2011,100158,860,66,794,1,858.6,65.9,792.7,1.0
Putnam,2010,98472,934,69,865,7,948.5,70.1,878.4,7.1
Putnam,2009,99574,963,85,878,5,967.1,85.4,881.8,5.0
Putnam,2008,99894,1052,83,969,4,1053.1,83.1,970.0,4.0
Putnam,2007,100963,983,71,912,1,973.6,70.3,903.3,1.0
Putnam,2006,100776,963,93,870,11,955.6,92.3,863.3,10.9
Putnam,2005,100714,1112,95,1017,5,1104.1,94.3,1009.8,5.0
Putnam,2004,99742,1089,77,1012,4,1091.8,77.2,1014.6,4.0
Putnam,2003,98424,1188,79,1109,6,1207.0,80.3,1126.8,6.1
Putnam,2002,96658,1282,73,1209,3,1326.3,75.5,1250.8,3.1
Putnam,2001,95921,1099,91,1008,7,1145.7,94.9,1050.9,7.3
Putnam,2000,98909,1071,53,1018,1,1082.8,53.6,1029.2,1.0
Putnam,1999,93467,1220,66,1154,11,1305.3,70.6,1234.7,11.8
Putnam,1998,92576,1289,70,1219,8,1392.4,75.6,1316.8,8.6
Putnam,1997,89052,1296,60,1236,5,1455.3,67.4,1388.0,5.6
Putnam,1996,89290,1375,70,1305,3,1539.9,78.4,1461.5,3.4
Putnam,1995,89053,1354,60,1294,11,1520.4,67.4,1453.1,12.4
Putnam,1994,87473,1391,64,1327,4,1590.2,73.2,1517.0,4.6
Putnam,1993,87611,1543,79,1464,8,1761.2,90.2,1671.0,9.1
Putnam,1992,84535,1673,107,1566,5,1979.1,126.6,1852.5,5.9
Putnam,1991,84254,1843,109,1734,7,2187.4,129.4,2058.1,8.3
Putnam,1990,83941,1903,135,1768,8,2267.1,160.8,2106.2,9.5
Queens,2016,2343667,33800,9356,24444,,1442.2,399.2,1043.0,
Queens,2015,2337925,35920,9854,26066,,1536.4,421.5,1114.9,
Queens,2014,2313385.074,38030,9800,28230,,1643.9,423.6,1220.3,
Queens,2013,2292142.398,39913,10740,29173,,1741.3,468.6,1272.7,
Queens,2012,2261905.758,40199,10753,29446,,1777.2,475.4,1301.8,
Queens,2011,2240748,39863,10311,29552,,1779.0,460.2,1318.8,
